date,consignor_name,origin_country,commodity_code,description,customs_value_dkk,customs_duty,invoice_currency,net_mass,border_mot,inland_mot,cpc,duty_regime_code,shipments
2025-05-04,2-Connect ApS,CN,7013990090,Glass vase ROMO,15400.16,1694.02,USD,151.9,1,3,4000000,100,1
2025-04-02,2-Connect ApS,CN,9404909000,Air bed VELOUR DURABEAM,115203.28,4262.52,DKK,1085.7,1,3,4000000,100,1
2025-05-15,"Healthcare Co., LTD",UA,9404219000,Pillow KRONBORG,97017.17,3589.64,USD,1296.6,1,3,4000000,100,1
2025-02-09,X-Mile ApS,MY,6301401000,Blanket SKAGEN 60x63cm,715466.48,85855.98,EUR,14641.9,1,3,4000000,100,1
2025-10-02,Multi Lines International Co. Ltd.,BD,9401790000,Recliner chair STOUBY,65464.83,0.0,DKK,728.7,1,3,4000000,100,1
2025-03-27,2-Connect ApS,CN,9401300000,Office chair GUDHJEM,2342.57,0.0,DKK,19.6,1,3,4000000,100,1
2025-10-01,Trade Point A/S,CN,9404909000,Duvet 200g HIMMELBJERG,94149.14,3483.52,NOK,1540.1,1,3,4000000,100,1
2025-10-12,Trade Point A/S,BD,9404219000,Pillow KRONBORG,8754.5,323.92,DKK,128.2,3,3,4000000,100,1
2025-06-21,X-Mile ApS,CN,9401610000,Lounge set VONGE,23519.26,0.0,USD,449.3,3,3,4000000,100,1
2025-01-04,Trade Point A/S,CN,9404909000,Duvet 200g HIMMELBJERG,556176.74,0.0,USD,6714.7,4,3,4000000,300,1
2025-10-10,"Healthcare Co., LTD",VN,7013990090,Glass vase ROMO,108815.48,0.0,NOK,1537.5,3,3,4000000,300,1
2025-06-19,Multi Lines International Co. Ltd.,CN,9401300000,Office chair GUDHJEM,12486.17,0.0,DKK,108.3,1,3,4000000,100,1
2025-02-02,Zolo,CN,9403208000,Lounge set FJELLERUP,20239.25,0.0,NOK,298.9,1,3,4000000,100,1
2025-07-20,"Healthcare Co., LTD",VN,9401710000,Dining chair JONSTRUP,19120.01,0.0,EUR,173.2,4,3,4000000,300,1
2025-01-11,"Healthcare Co., LTD",CN,3926909290,Air bed VELOUR DURABEAM,131840.22,8569.61,EUR,1390.3,1,3,4000000,100,1
2025-09-16,"Healthcare Co., LTD",TR,9403208000,Lounge set FJELLERUP,10908.69,0.0,EUR,185.9,3,3,4000000,100,1
2025-09-19,2-Connect ApS,CN,9404909000,Duvet 200g HIMMELBJERG,36435.46,1348.11,USD,373.4,4,3,4000000,100,1
2025-08-07,JYSK A/S,CN,9401710000,Dining chair JONSTRUP,42718.43,0.0,DKK,734.0,3,3,4071000,100,1
2025-08-03,Multi Lines International Co. Ltd.,IN,3926909290,Air bed VELOUR DURABEAM,37427.13,2432.76,EUR,751.1,3,3,4071000,100,1
2025-02-11,ScanCom International A/S,CN,6303929090,Curtain SILKEBORG (B-kval.),281758.64,33811.04,EUR,5880.7,1,3,4071000,100,1
2025-06-08,Trade Point A/S,IN,9401610000,Lounge set VONGE,15454.84,0.0,DKK,198.9,3,3,4000000,100,1
2025-09-03,Schou,VN,6301401000,Blanket SKAGEN,68599.01,8231.88,USD,754.0,3,3,4000000,100,1
2025-06-19,Multi Lines International Co. Ltd.,CN,9403601000,Bookshelf TAMBOHUSE,43398.73,0.0,USD,401.6,1,2,4000000,100,1
2025-05-13,"LetRight Industrial Corp., LTD",VN,6302310000,Bed linen NEXO,30076.87,3609.22,NOK,400.4,3,3,4000000,100,1
2025-07-25,"Healthcare Co., LTD",PK,9401790000,Recliner chair STOUBY,61210.95,0.0,DKK,1296.4,1,3,4000000,100,1
2025-07-22,Trade Point A/S,CN,9401710000,Recliner chair STOUBY,24113.28,0.0,EUR,421.7,4,3,4000000,100,1
2025-01-05,Zolo,CN,9401300000,Office chair GUDHJEM (B-kval.),19298.29,0.0,EUR,162.3,3,4,4000000,100,1
2025-12-26,ScanCom International A/S,TR,9404219000,Mattress GULDAGER,29951.48,0.0,NOK,349.6,3,2,4000000,300,1
2025-05-11,"LetRight Industrial Corp., LTD",VN,7013990090,Glass vase ROMO (B-kval.),157448.63,17319.35,DKK,1489.9,1,3,4000000,100,1
2025-10-28,Unique Furniture A/S,IN,9404909000,Duvet 200g HIMMELBJERG,118461.75,4383.08,DKK,1363.5,1,3,4000000,100,1
2025-12-26,Trade Point A/S,CN,6301401000,Blanket SKAGEN,51057.25,6126.87,EUR,1221.0,1,3,4000000,100,1
2025-12-21,Zolo,CN,9401790000,Recliner chair STOUBY,26433.35,0.0,NOK,568.4,1,3,4000000,100,1
2025-04-15,Unique Furniture A/S,CN,9401710000,Dining chair JONSTRUP,86533.45,0.0,NOK,1635.7,4,2,4000000,100,1
2025-06-26,Trade Point A/S,VN,9401610000,Lounge set VONGE sort,101600.25,0.0,DKK,926.9,1,2,4000000,100,1
2025-01-18,"LetRight Industrial Corp., LTD",CN,9403208000,Lounge set FJELLERUP,6233.89,0.0,DKK,69.5,1,3,4071000,100,1
2025-03-12,Trade Point A/S,CN,9401300000,Office chair GUDHJEM,60794.75,0.0,EUR,690.0,1,3,4000000,100,1
2025-03-21,Schou,CN,3926909290,Air bed VELOUR DURABEAM,103710.16,6741.16,NOK,1425.1,1,3,4000000,100,1
2025-07-07,Multi Lines International Co. Ltd.,TR,9404219000,Pillow KRONBORG,35279.24,1305.33,DKK,518.1,1,3,4000000,100,1
2025-04-26,Multi Lines International Co. Ltd.,VN,9404219000,Pillow KRONBORG,289423.71,10708.68,EUR,4881.6,1,3,4000000,100,1
2025-05-25,Unique Furniture A/S,PK,9401300000,Office chair GUDHJEM,6988.16,0.0,NOK,85.2,1,3,4071000,300,1
2025-03-20,Actona Company A/S,CN,9401710000,Dining chair JONSTRUP,358300.72,0.0,DKK,5097.4,1,3,4000000,100,1
2025-08-26,Zolo,CN,9404909000,Duvet 200g HIMMELBJERG,92168.19,3410.22,DKK,1064.1,1,3,4000000,100,1
2025-10-13,2-Connect ApS,CN,9401790000,Recliner chair STOUBY,16264.36,0.0,DKK,145.8,1,3,4000000,100,1
2025-06-25,Actona Company A/S,CN,9401610000,Lounge set VONGE,316940.85,0.0,DKK,3434.5,3,3,4000000,100,1
2025-12-26,"LetRight Industrial Corp., LTD",CN,9401300000,Office chair GUDHJEM,101701.16,0.0,NOK,1420.4,4,3,4071000,100,1
2025-03-01,JYSK A/S,CN,9401790000,Recliner chair STOUBY,43559.35,0.0,NOK,770.9,1,3,4000000,100,1
2025-08-09,Intex Development Company Ltd,CN,9404219000,Pillow KRONBORG,6797.44,251.51,DKK,66.8,1,2,4000000,100,1
2025-01-19,Schou,CN,9401710000,Dining chair JONSTRUP,16904.09,0.0,DKK,178.1,3,3,4000000,300,1
2025-08-09,X-Mile ApS,ID,9403601000,Bookshelf TAMBOHUSE,33073.26,0.0,DKK,665.5,1,3,4000000,100,1
2025-06-13,Intex Development Company Ltd,TR,6303929090,Curtain SILKEBORG 60x63cm,14481.81,1737.82,EUR,297.8,3,3,4000000,100,1
2025-06-27,Actona Company A/S,TR,9404219000,Mattress GULDAGER,30046.87,1111.73,NOK,335.9,4,3,4071000,100,1
2025-03-19,SourceByNet Pte. Ltd.,UA,9401610000,Lounge set VONGE,50510.24,0.0,EUR,687.8,3,3,4000000,100,1
2025-06-20,Unique Furniture A/S,IN,9404219000,Pillow KRONBORG,74198.1,2745.33,DKK,1168.4,4,3,4000000,100,1
2025-02-01,2-Connect ApS,PK,9404219000,Pillow KRONBORG,108071.55,3998.65,EUR,1253.2,1,3,4000000,100,1
2025-11-22,"Healthcare Co., LTD",PK,9404219000,Pillow KRONBORG,144778.61,0.0,DKK,2246.4,3,3,4000000,300,1
2025-12-08,"LetRight Industrial Corp., LTD",VN,3926909290,Air bed VELOUR DURABEAM,30306.33,1969.91,NOK,432.7,3,3,4071000,100,1
2025-04-27,"LetRight Industrial Corp., LTD",UA,9401710000,Dining chair JONSTRUP,80762.79,0.0,EUR,931.7,4,2,4000000,100,1
2025-06-08,Zolo,CN,9404219000,Pillow KRONBORG,17229.93,637.51,EUR,287.4,1,3,4071000,100,1
2025-01-07,"Healthcare Co., LTD",CN,9404219000,Mattress GULDAGER,61203.98,0.0,USD,879.7,4,3,4071000,300,1
2025-01-10,Intex Development Company Ltd,VN,9401610000,Lounge set VONGE,2857.86,0.0,DKK,53.3,1,3,4000000,100,1
2025-12-22,Actona Company A/S,CN,9404909000,Duvet 200g HIMMELBJERG,1182.92,43.77,DKK,16.5,4,3,4000000,100,1
2025-04-16,Zolo,CN,9401790000,Recliner chair STOUBY,9183.65,0.0,DKK,79.6,1,3,4071000,100,1
2025-04-21,Zolo,CN,9401790000,Recliner chair STOUBY,224234.26,0.0,DKK,2998.7,1,3,4000000,100,1
2025-10-26,Unique Furniture A/S,CN,6303929090,Curtain SILKEBORG,11708.02,1404.96,EUR,122.6,1,3,4000000,100,1
2025-10-12,Schou,MA,9404219000,Mattress GULDAGER,76975.68,2848.1,USD,1146.8,1,2,4000000,100,1
2025-07-24,"LetRight Industrial Corp., LTD",UA,9404219000,Mattress GULDAGER,37456.51,1385.89,USD,370.4,1,3,4000000,100,1
2025-03-24,2-Connect ApS,CN,6301401000,Blanket SKAGEN,164284.64,19714.16,NOK,1384.0,1,3,4000000,100,1
2025-07-23,Multi Lines International Co. Ltd.,CN,3926909290,Air bed VELOUR DURABEAM,9635.43,626.3,DKK,105.4,3,3,4000000,100,1
2025-01-11,Zolo,TW,9401790000,Recliner chair STOUBY,12926.93,0.0,DKK,197.3,4,3,4000000,300,1
2025-02-08,Schou,IN,9404219000,Pillow KRONBORG,24889.73,920.92,DKK,225.0,1,3,4000000,100,1
2025-05-06,JYSK A/S,PK,6301401000,Blanket SKAGEN,17821.23,2138.55,DKK,154.0,1,3,4000000,100,1
2025-01-11,"Healthcare Co., LTD",CN,6302310000,Bed linen NEXO,25651.06,3078.13,DKK,507.9,1,3,4000000,100,1
2025-07-13,Actona Company A/S,VN,9401610000,Lounge set VONGE,4475.52,0.0,DKK,48.9,4,3,4000000,100,1
2025-05-18,Schou,CN,9404219000,Mattress GULDAGER,34058.4,1260.16,NOK,416.3,3,3,4000000,100,1
2025-06-02,Multi Lines International Co. Ltd.,IN,6303929090,Curtain SILKEBORG,196971.32,0.0,USD,2153.8,1,3,4071000,300,1
2025-12-28,"Healthcare Co., LTD",CN,9404219000,Pillow KRONBORG (B-kval.),3417.97,126.46,EUR,36.4,1,3,4000000,100,1
2025-04-12,ScanCom International A/S,TR,9401790000,Recliner chair STOUBY,6579.12,0.0,DKK,96.2,1,3,4000000,100,1
2025-05-17,X-Mile ApS,IN,7013990090,Glass vase ROMO,19265.35,2119.19,EUR,452.7,3,3,4000000,100,1
2025-03-03,"LetRight Industrial Corp., LTD",CN,9401790000,Recliner chair STOUBY,188994.85,0.0,USD,2560.1,4,3,4000000,100,1
2025-09-05,Zolo,TR,9404909000,Air bed VELOUR DURABEAM,67882.52,0.0,USD,773.7,1,3,4000000,300,1
2025-04-21,Unique Furniture A/S,CN,9404219000,Pillow KRONBORG,39433.17,1459.03,DKK,386.8,4,3,4071000,100,1
2025-02-19,Multi Lines International Co. Ltd.,CN,6303929090,Curtain SILKEBORG,26488.35,0.0,USD,656.5,3,3,4071000,300,1
2025-06-09,"LetRight Industrial Corp., LTD",CN,3926909290,Air bed VELOUR DURABEAM,12671.53,0.0,EUR,193.5,1,3,4000000,300,1
2025-10-17,X-Mile ApS,CN,9403208000,Lounge set FJELLERUP,37217.98,0.0,EUR,624.6,3,2,4000000,100,1
2025-07-25,Trade Point A/S,CN,3926909290,Air bed VELOUR DURABEAM,87291.74,5673.96,DKK,859.9,1,3,4000000,100,1
2025-11-16,Intex Development Company Ltd,IN,9401790000,Recliner chair STOUBY,273532.79,0.0,DKK,3502.3,1,4,4000000,100,1
2025-11-26,Intex Development Company Ltd,VN,9403601000,Bookshelf TAMBOHUSE,6435.82,0.0,DKK,61.0,3,3,4000000,300,1
2025-10-13,SourceByNet Pte. Ltd.,TR,9403208000,Lounge set FJELLERUP,126490.97,0.0,DKK,1182.9,3,3,4000000,100,1
2025-05-20,Intex Development Company Ltd,VN,9404219000,Pillow KRONBORG,2419.84,89.53,EUR,22.6,3,3,4000000,100,1
2025-12-13,Multi Lines International Co. Ltd.,VN,6302310000,Bed linen NEXO,3232.36,387.88,DKK,47.6,3,4,4000000,100,1
2025-07-01,"LetRight Industrial Corp., LTD",IN,3926909290,Air bed VELOUR DURABEAM,35323.19,2296.01,EUR,328.4,1,3,4000000,100,1
2025-09-01,SourceByNet Pte. Ltd.,VN,9404219000,Pillow KRONBORG,71583.13,2648.58,DKK,836.2,1,3,4000000,100,1
2025-06-07,SourceByNet Pte. Ltd.,CN,9403601000,Bookshelf TAMBOHUSE,231502.19,0.0,DKK,5061.8,3,3,4000000,100,1
2025-10-12,Trade Point A/S,IL,9403601000,Bookshelf TAMBOHUSE,5942.76,0.0,USD,67.3,1,3,4000000,100,1
2025-04-25,Intex Development Company Ltd,CN,9401710000,Dining chair JONSTRUP,63828.86,0.0,EUR,1242.6,3,3,4000000,100,1
2025-08-27,2-Connect ApS,BD,9403601000,Bookshelf TAMBOHUSE,135455.0,0.0,USD,1182.2,1,3,4000000,100,1
2025-01-27,Zolo,CN,7013990090,Glass vase ROMO W152xL203,5653.82,0.0,EUR,79.9,1,4,4000000,300,1
2025-11-20,Trade Point A/S,CN,6302310000,Bed linen NEXO,10737.06,1288.45,DKK,98.9,3,3,4000000,100,1
2025-10-25,Unique Furniture A/S,UA,9401790000,Recliner chair STOUBY,8060.26,0.0,NOK,161.7,1,2,4000000,100,1
2025-02-04,Schou,VN,6301401000,Blanket SKAGEN,36512.85,4381.54,EUR,473.2,1,3,4000000,100,1
2025-12-09,"LetRight Industrial Corp., LTD",CN,6302310000,Bed linen NEXO,31711.17,3805.34,EUR,479.1,4,3,4000000,100,1
2025-08-28,ScanCom International A/S,ID,9404219000,Mattress GULDAGER,18594.85,688.01,EUR,336.2,4,3,4000000,100,1
2025-04-15,X-Mile ApS,CN,9403208000,Lounge set FJELLERUP,21564.42,0.0,EUR,189.2,3,3,4000000,100,1
2025-12-01,Actona Company A/S,CN,9404219000,Pillow KRONBORG grå,566631.0,20965.35,USD,10216.8,1,3,4000000,100,1
2025-07-15,Schou,CN,9403208000,Lounge set FJELLERUP,28794.6,0.0,DKK,327.6,3,3,4000000,100,1
2025-04-09,SourceByNet Pte. Ltd.,PK,3926909290,Air bed VELOUR DURABEAM,163344.53,10617.39,NOK,1862.4,3,3,4000000,100,1
2025-05-22,X-Mile ApS,VN,6303929090,Curtain SILKEBORG,27433.37,3292.0,DKK,357.2,1,3,4071000,100,1
2025-06-03,SourceByNet Pte. Ltd.,CN,3926909290,Air bed VELOUR DURABEAM,29063.61,0.0,USD,245.9,3,3,4000000,300,1
2025-06-14,"LetRight Industrial Corp., LTD",CN,3926909290,Air bed VELOUR DURABEAM,379708.51,24681.05,DKK,5711.8,1,3,4000000,100,1
2025-07-19,X-Mile ApS,PK,9404219000,Pillow KRONBORG (B-kval.),124318.55,4599.79,EUR,1152.5,1,3,4000000,100,1
2025-11-19,Multi Lines International Co. Ltd.,CN,7013990090,Glass vase ROMO,34174.23,0.0,USD,318.9,3,3,4000000,300,1
2025-03-03,X-Mile ApS,VN,9401300000,Office chair GUDHJEM,229256.83,0.0,DKK,3235.9,3,4,4000000,100,1
2025-12-01,SourceByNet Pte. Ltd.,TW,9401790000,Recliner chair STOUBY grå,80311.49,0.0,DKK,1642.0,4,3,4000000,300,1
2025-09-26,ScanCom International A/S,MY,9403601000,Bookshelf TAMBOHUSE,6476.96,0.0,EUR,121.1,3,3,4000000,100,1
2025-06-11,Unique Furniture A/S,CN,9404219000,Mattress GULDAGER,164771.71,6096.55,EUR,1490.4,1,3,4000000,100,1
2025-08-27,Intex Development Company Ltd,IN,7013990090,Glass vase ROMO,27156.62,2987.23,DKK,233.1,3,3,4000000,100,1
2025-12-05,ScanCom International A/S,ID,9403601000,Bookshelf TAMBOHUSE sort,11188.54,0.0,NOK,175.4,1,4,4000000,100,1
2025-12-01,ScanCom International A/S,CN,9401300000,Office chair GUDHJEM,13755.01,0.0,EUR,185.7,3,3,4071000,100,1
2025-02-12,Intex Development Company Ltd,VN,6302310000,Bed linen NEXO,285018.86,34202.26,DKK,3433.5,1,3,4000000,100,1
2025-10-18,Zolo,CN,9401710000,Dining chair JONSTRUP,3735.15,0.0,EUR,39.7,3,3,4000000,100,1
2025-07-14,ScanCom International A/S,CN,9404219000,Pillow KRONBORG,96286.28,0.0,USD,1352.2,1,3,4000000,300,1
2025-04-26,Unique Furniture A/S,CN,9401300000,Office chair GUDHJEM,68438.23,0.0,DKK,886.6,1,4,4000000,100,1
2025-03-10,Intex Development Company Ltd,CN,9404219000,Pillow KRONBORG,112698.28,0.0,DKK,1786.9,1,4,4071000,300,1
2025-07-25,"Healthcare Co., LTD",VN,9404909000,Duvet 200g HIMMELBJERG,256164.4,9478.08,DKK,4879.9,3,3,4000000,100,1
2025-11-19,Trade Point A/S,PK,9403208000,Lounge set FJELLERUP,44354.45,0.0,DKK,440.9,1,3,4000000,100,1
2025-06-21,Intex Development Company Ltd,CN,9403208000,Lounge set FJELLERUP 60x63cm,13777.87,0.0,EUR,147.1,4,3,4000000,100,1
2025-08-10,Schou,CN,7013990090,Glass vase ROMO,23756.65,2613.23,EUR,206.5,1,3,4000000,100,1
2025-11-25,Zolo,CN,9401710000,Dining chair JONSTRUP sort,1514.76,0.0,EUR,14.0,1,3,4000000,100,1
2025-05-01,Intex Development Company Ltd,CN,9401710000,Dining chair JONSTRUP,440503.09,0.0,EUR,4510.0,1,3,4000000,300,1
2025-09-17,Actona Company A/S,UA,9403208000,Lounge set FJELLERUP,47261.59,0.0,EUR,645.1,1,3,4000000,100,1
2025-08-22,Schou,CN,6301401000,Blanket SKAGEN,21933.49,0.0,USD,537.8,1,3,4000000,300,1
2025-10-25,Multi Lines International Co. Ltd.,TR,9401300000,Office chair GUDHJEM grå,523230.75,0.0,DKK,5955.8,4,3,4000000,100,1
2025-11-21,JYSK A/S,IL,9403208000,Lounge set FJELLERUP,15635.58,0.0,USD,255.5,1,3,4000000,100,1
2025-12-16,X-Mile ApS,TR,9403601000,Bookshelf TAMBOHUSE,70589.66,0.0,DKK,1048.5,1,3,4000000,100,1
2025-03-08,Multi Lines International Co. Ltd.,CN,9404219000,Mattress GULDAGER,42680.13,1579.16,EUR,500.0,1,3,4000000,100,1
2025-08-07,Intex Development Company Ltd,VN,9401300000,Office chair GUDHJEM,19831.3,0.0,USD,472.9,1,2,4000000,100,1
2025-07-11,SourceByNet Pte. Ltd.,CN,9403208000,Lounge set FJELLERUP,9341.63,0.0,EUR,90.5,1,3,4000000,100,1
2025-04-18,Zolo,IL,3926909290,Air bed VELOUR DURABEAM,8512.73,553.33,EUR,77.0,1,3,4000000,100,1
2025-02-05,Trade Point A/S,TR,7013990090,Glass vase ROMO,152580.52,16783.86,DKK,2685.1,1,2,4000000,100,1
2025-09-26,Multi Lines International Co. Ltd.,PK,9404219000,Mattress GULDAGER,255244.72,9444.05,NOK,3437.5,4,3,4000000,100,1
2025-07-28,Multi Lines International Co. Ltd.,CN,9401300000,Office chair GUDHJEM,2323.43,0.0,NOK,30.5,1,4,4000000,100,1
2025-05-21,Trade Point A/S,PK,9401790000,Recliner chair STOUBY,326726.24,0.0,NOK,4166.4,3,3,4000000,100,1
2025-11-26,X-Mile ApS,IN,9404219000,Mattress GULDAGER W152xL203,111407.26,0.0,NOK,2379.2,1,3,4000000,300,1
2025-12-20,Actona Company A/S,CN,9401610000,Lounge set VONGE,137027.07,0.0,NOK,1770.4,4,3,4000000,100,1
2025-10-14,"LetRight Industrial Corp., LTD",IN,9401300000,Office chair GUDHJEM,6128.83,0.0,EUR,62.9,4,3,4000000,100,1
2025-06-14,ScanCom International A/S,CN,9404219000,Mattress GULDAGER,41698.47,1542.84,USD,687.9,1,4,4000000,100,1
2025-06-28,X-Mile ApS,CN,6301401000,Blanket SKAGEN,460.42,55.25,DKK,4.7,3,3,4000000,100,1
2025-04-03,Multi Lines International Co. Ltd.,PK,9401610000,Lounge set VONGE,33514.21,0.0,NOK,401.5,1,4,4000000,100,1
2025-09-26,ScanCom International A/S,ID,6303929090,Curtain SILKEBORG,398412.66,47809.52,EUR,8705.9,3,3,4000000,100,1
2025-10-17,Multi Lines International Co. Ltd.,VN,9401710000,Dining chair JONSTRUP,1836.39,0.0,DKK,18.1,1,2,4000000,100,1
2025-07-21,Intex Development Company Ltd,TW,9401790000,Recliner chair STOUBY,18686.64,0.0,EUR,323.1,3,3,4000000,100,1
2025-07-23,SourceByNet Pte. Ltd.,IN,9403601000,Bookshelf TAMBOHUSE,20735.34,0.0,DKK,192.5,3,3,4071000,300,1
2025-03-01,JYSK A/S,IN,9403208000,Lounge set FJELLERUP grå,70861.18,0.0,USD,604.2,1,3,4071000,100,1
2025-04-17,"LetRight Industrial Corp., LTD",TW,6303929090,Curtain SILKEBORG,94157.7,11298.92,DKK,2066.3,4,3,4000000,100,1
2025-07-08,JYSK A/S,IN,9401610000,Lounge set VONGE (B-kval.),87716.79,0.0,USD,1069.5,3,4,4000000,300,1
2025-02-15,X-Mile ApS,CN,6302310000,Bed linen NEXO,29094.51,3491.34,USD,257.4,1,3,4000000,100,1
2025-11-14,Multi Lines International Co. Ltd.,CN,9401300000,Office chair GUDHJEM,53301.95,0.0,NOK,482.9,1,3,4000000,100,1
2025-07-20,X-Mile ApS,VN,6303929090,Curtain SILKEBORG 60x63cm,340559.9,40867.19,DKK,3063.7,4,3,4000000,100,1
2025-03-17,Schou,CN,9403601000,Bookshelf TAMBOHUSE,3037.11,0.0,DKK,50.0,3,4,4000000,300,1
2025-03-02,ScanCom International A/S,PK,9401300000,Office chair GUDHJEM (B-kval.),47310.16,0.0,DKK,1094.0,1,3,4071000,100,1
2025-04-02,Intex Development Company Ltd,CN,9404219000,Pillow KRONBORG,22167.99,820.22,DKK,256.3,4,3,4071000,100,1
2025-11-06,Multi Lines International Co. Ltd.,PK,9401610000,Lounge set VONGE sort,5494.77,0.0,USD,77.4,4,3,4000000,100,1
2025-04-19,X-Mile ApS,CN,7013990090,Glass vase ROMO,151571.27,16672.84,EUR,1607.9,3,4,4071000,100,1
2025-01-11,Trade Point A/S,CN,3926909290,Air bed VELOUR DURABEAM,18868.77,1226.47,DKK,210.2,1,3,4000000,100,1
2025-02-20,Trade Point A/S,CN,9401300000,Office chair GUDHJEM,87343.79,0.0,USD,1122.5,1,3,4000000,100,1
2025-01-14,Intex Development Company Ltd,CN,9401300000,Office chair GUDHJEM,4539.43,0.0,USD,39.6,3,3,4000000,100,1
2025-08-09,"LetRight Industrial Corp., LTD",VN,9401790000,Recliner chair STOUBY,7148.29,0.0,DKK,63.8,1,3,4000000,100,1
2025-04-23,Actona Company A/S,UA,9401300000,Office chair GUDHJEM,12456.46,0.0,NOK,105.2,3,2,4000000,100,1
2025-11-20,Unique Furniture A/S,CN,9401790000,Recliner chair STOUBY,34156.16,0.0,DKK,549.5,1,3,4000000,100,1
2025-12-01,"Healthcare Co., LTD",CN,6302310000,Bed linen NEXO,264745.88,0.0,EUR,2383.7,3,3,4000000,300,1
2025-03-17,Trade Point A/S,CN,7013990090,Glass vase ROMO (B-kval.),51510.06,5666.11,USD,1117.9,3,3,4000000,100,1
2025-06-15,"LetRight Industrial Corp., LTD",IN,9401790000,Recliner chair STOUBY (B-kval.),22385.99,0.0,DKK,208.0,3,3,4000000,300,1
2025-07-23,X-Mile ApS,CN,9403208000,Lounge set FJELLERUP,92671.14,0.0,EUR,922.8,1,3,4000000,300,1
2025-04-03,2-Connect ApS,CN,9404219000,Mattress GULDAGER,8218.53,0.0,NOK,81.0,3,3,4000000,300,1
2025-09-08,2-Connect ApS,MY,6301401000,Blanket SKAGEN,28953.39,3474.41,NOK,446.6,1,3,4000000,100,1
2025-09-11,Multi Lines International Co. Ltd.,CN,9401710000,Dining chair JONSTRUP,21699.32,0.0,DKK,197.9,4,3,4000000,100,1
2025-03-06,SourceByNet Pte. Ltd.,CN,6303929090,Curtain SILKEBORG,21083.1,2529.97,DKK,216.9,3,3,4000000,100,1
2025-07-19,ScanCom International A/S,CN,9401710000,Dining chair JONSTRUP,1387892.46,0.0,USD,12368.0,1,3,4000000,300,1
2025-11-26,Actona Company A/S,CN,9401790000,Recliner chair STOUBY,18561.76,0.0,USD,225.9,3,3,4000000,100,1
2025-04-17,Intex Development Company Ltd,CN,9401610000,Lounge set VONGE,27579.73,0.0,NOK,245.0,1,3,4000000,100,1
2025-05-28,Multi Lines International Co. Ltd.,VN,9403208000,Lounge set FJELLERUP grå,424732.29,0.0,DKK,9278.1,4,3,4071000,100,1
2025-02-09,Trade Point A/S,CN,7013990090,Glass vase ROMO,162496.29,17874.59,NOK,1447.2,3,3,4000000,100,1
2025-10-15,2-Connect ApS,CN,9403601000,Bookshelf TAMBOHUSE,4942.91,0.0,DKK,49.6,1,3,4071000,300,1
2025-07-12,Zolo,CN,9404909000,Duvet 200g HIMMELBJERG,261309.36,9668.45,DKK,5786.3,1,3,4000000,100,1
2025-12-03,2-Connect ApS,ID,9403208000,Lounge set FJELLERUP,178165.72,0.0,USD,3562.2,1,2,4000000,100,1
2025-10-10,Trade Point A/S,CN,6301901000,Blanket SKAGEN,2258.85,271.06,NOK,21.7,4,3,4000000,100,1
2025-09-19,JYSK A/S,PK,9401790000,Recliner chair STOUBY,64884.18,0.0,NOK,1119.4,3,3,4000000,100,1
2025-08-01,ScanCom International A/S,CN,6302310000,Bed linen NEXO W152xL203,32049.79,3845.97,EUR,388.2,3,3,4000000,100,1
2025-09-28,JYSK A/S,CN,9401710000,Dining chair JONSTRUP sort,27275.68,0.0,EUR,365.5,1,3,4000000,100,1
2025-11-09,JYSK A/S,CN,7013990090,Glass vase ROMO,164074.61,18048.21,EUR,3013.9,1,3,4000000,100,1
2025-02-16,X-Mile ApS,MY,7013990090,Glass vase ROMO,91708.58,0.0,EUR,799.2,1,3,4000000,300,1
2025-12-25,JYSK A/S,EG,9404909000,Duvet 200g HIMMELBJERG,137561.23,5089.77,EUR,2838.3,1,3,4000000,100,1
2025-03-25,ScanCom International A/S,CN,9404219000,Pillow KRONBORG,40413.36,1495.29,NOK,634.3,4,3,4000000,100,1
2025-01-03,Trade Point A/S,TR,3926909290,Air bed VELOUR DURABEAM,74959.49,4872.37,DKK,725.5,1,3,4000000,100,1
2025-12-01,Intex Development Company Ltd,VN,9401790000,Recliner chair STOUBY,55041.95,0.0,DKK,480.0,1,2,4000000,100,1
2025-10-16,Schou,VN,9404909000,Duvet 200g HIMMELBJERG,390417.77,14445.46,EUR,7527.7,1,3,4071000,100,1
2025-04-15,"LetRight Industrial Corp., LTD",CN,9401790000,Recliner chair STOUBY,39610.63,0.0,DKK,506.6,3,3,4000000,100,1
2025-11-20,Multi Lines International Co. Ltd.,IN,7013990090,Glass vase ROMO,201936.43,22213.01,EUR,4057.1,1,3,4000000,100,1
2025-08-25,"Healthcare Co., LTD",VN,9401790000,Recliner chair STOUBY,21283.26,0.0,DKK,198.8,1,3,4000000,100,1
2025-04-12,Zolo,TR,9403208000,Lounge set FJELLERUP,81583.08,0.0,NOK,888.2,3,3,4000000,100,1
2025-09-09,X-Mile ApS,CN,9401710000,Dining chair JONSTRUP,678644.78,0.0,EUR,9873.9,1,3,4000000,100,1
2025-10-25,X-Mile ApS,UA,6302310000,Bed linen NEXO,338721.65,40646.6,EUR,3164.0,1,3,4000000,100,1
2025-10-03,JYSK A/S,CN,6302310000,Bed linen NEXO,130466.01,0.0,DKK,1137.5,1,4,4000000,300,1
