hs_code,description,mfn_rate
0302459010,Hestemakrel (Caranx trachurus),0.15
0302459090,Andre fisk,0.15
0302460000,Sergentfisk (Rachycentron canadum),0.15
0302470000,Sværdfisk (Xiphias gladius),0.15
0302491900,I andre tilfælde,0.22
0302499000,Andre fisk,0.15
0302511020,Bestemt til forarbejdning,0.12
0302511080,I andre tilfælde,0.12
0302519010,Bestemt til forarbejdning,0.12
0302519090,I andre tilfælde,0.12
0302520010,"Uden hoved og gæller, renset, bestemt til forarbejdning",0.075
0302520090,Andre fisk,0.075
0302530000,Sej (Pollachius virens),0.075
0302541100,Sydafrikansk kulmule (Merluccius capensis) og dybvandskulmule (Merluccius paradoxus),0.15
0302541500,Sydlig kulmule (Merluccius australis),0.15
0302541910,Nordamerikansk kulmule (Merluccius bilinearis),0.15
0302541920,Kulmule of arten Merluccius merluccius,0.15
0302541990,Andre fisk,0.15
0302549000,Skægbrosme (af slægten Urophycis),0.15
0302550000,Alaskasej (Theragra chalcogramma),0.075
0302560010,Blåhvilling (Micromesistius poutassou),0.075
0302560020,Sydlig sortmund (Micromesistius australis),0.075
0302591010,Bestemt til forarbejdning,0.12
0302591090,I andre tilfælde,0.12
0302592000,Hvilling (Merlangius merlangus),0.075
0302593000,Lubbe (Pollachius pollachius),0.075
0302594000,Lange (Molva spp.),0.075
0302599000,Andre fisk,0.15
0302710000,Tilapia (Oreochromis spp.),0.08
0302720000,"Hajmalle (Pangasius spp.), malle (Silurus spp., Clarias spp., Ictalurus spp.)",0.08
0302730000,"Karpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0.08
0302740000,Ål (Anguilla-arter),0.0
0302790000,Andre fisk,0.08
0302811500,Pighaj (Squalus acanthias) og rødhaj (Scyliorhinus spp.),0.06
0302813000,Sildehaj (Lamna nasus),0.08
0302814000,Blåhaj (Prionace glauca),0.08
0302815000,Kortfinnet makohaj (Isurus Oxyrinchus),0.08
0302817000,Andre hajer,0.08
0302820000,Rokker (Rajidae),0.15
0302830000,Isfisk (Dissostichus spp.),0.15
0302841000,Havbars (Dicentrarchus labrax),0.15
0302849000,Anden havbars,0.15
0302851000,Blankesten (Dentex dentex og Pagellus spp.),0.15
0302853000,Guldbrasen (Sparus aurata),0.15
0302859000,Anden havrude,0.15
0302891000,Ferskvandsfisk,0.08
0302892900,I andre tilfælde,0.22
0302893100,Af arten Sebastes marinus,0.075
0302893910,Af arten Sebastes mentella,0.075
0302893990,Andre rødfisk,0.075
0302894000,Havbrasen (Brama spp.),0.15
0302895000,Havtaske (Lophius spp.),0.15
0302896000,Rosa kingklip (Genypterus blacodes),0.075
0302899030,"Snapper (Lutjanus purpureus), bestemt til forarbejdning",0.15
0302899040,Fisk af arten Kathetostoma giganteum,0.15
0302899080,Okseøjefisk (Boops boops),0.15
0302899090,Andre fisk,0.15
0302910010,"Af sild (Clupea harengus, Clupea pallasii)",0.1
0302910030,Af laks,0.1
0302910040,Af gedde,0.1
0302910050,Af storøjet tun fra Atlanterhavet (Thunnus obesus),0.1
0302910096,"Rogn, bestemt til forarbejdning",0.1
0302910097,Andre varer,0.1
0302920010,Af Pighaj (Squalus acanthias),0.08
0302920020,Af rødhaj (Scyliorhinus-arter),0.08
0302920090,Andre hajer,0.08
0302990011,Af arterne Oncorhynchus apache og Oncorhynchus chrysogaster,0.1
0302990019,Andre varer,0.1
0302990020,"Makrel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0.1
0302990030,"Stillehavslaks (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou og Oncorhynchus rhodurus)",0.1
0302990040,Atlanterhavslaks (Salmo salar) og donaulaks (Hucho hucho),0.1
0302990045,Andre laksefisk (Salmonidae),0.1
0302990050,Rødfisk (Sebastes spp.),0.1
0302990055,"Sild (Clupea harengus, Clupea pallasii)",0.1
0302990060,Kulmule (Merluccius spp.) og skægbrosme (Urophycis spp.),0.1
0302990065,Sej (Pollachius virens),0.1
0302990071,Stillehavshelleflynder (Hippoglossus stenolepis),0.1
0302990079,Andre varer,0.1
0302990080,"Torsk (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.1
0302990085,Kuller (Melanogrammus aeglefinus),0.1
0302990090,Andre varer,0.1
0303110020,"Uden hoved og renset, til forarbejdning",0.02
0303110080,I andre tilfælde,0.02
0303120020,"Oncorhynchus kisutch, Oncorhynchus keta og Oncorhynchus tschawytscha, uden hoved og renset, til forarbejdning",0.02
0303120080,I andre tilfælde,0.02
0303130010,Atlanterhavslaks (Salmo salar),0.02
0303130090,Donaulaks (Hucho hucho),0.02
0303141000,Af arterne Oncorhynchus apache og Oncorhynchus chrysogaster,0.09
0303142000,"Af arten Oncorhynchus mykiss, med hoved og gæller, renset, af vægt pr. stk. over 1,2|kg, eller uden hoved og gæller, renset, af vægt pr.|stk. over 1|kg",0.12
0303149011,"I form af hele fisk (med hoved), med eller uden gæller, rensede eller urensede, af vægt pr. stk. højst 1,2 kg; uden hoved, med eller uden gæller, rensede eller urensede, af vægt pr. stk. højst 1 kg",0.12
0303149019,I andre tilfælde,0.12
0303149090,Andre ørreder,0.12
0303190010,Af arten Coregone,0.09
0303190090,Andre laksefisk,0.09
0303230000,Tilapia (Oreochromis spp.),0.08
0303240000,"Hajmalle (Pangasius spp.) og malle (Silurus spp., Clarias spp., Ictalurus spp.)",0.08
0303250000,"Karpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0.08
0303260000,Ål (Anguilla spp.),0.0
0303290000,Andre fisk,0.08
0303311000,Hellefisk (Reinhardtius hippoglossoides),0.075
0303313000,Atlanterhavshelleflynder (Hippoglossus hippoglossus),0.075
0303319000,Stillehavshelleflynder (Hippoglossus stenolepis),0.15
0303320000,Rødspætte (Pleuronectes platessa),0.15
0303330000,Tunge (Solea spp.),0.075
0303340000,Pighvar (Psetta maxima),0.15
0303391000,Skrubbe (Platichthys flesus),0.075
0303393000,Fisk af arten Rhombosolea,0.075
0303395000,Fisk af arterne Pelotreis flavilatus og Peltorhamphus novaezelandiae,0.075
0303398510,Glashvarre (Lepidorhombus-arter),0.15
0303398580,"Fladfisk (Limanda aspera, Lepidopsetta bilineata, Pleuronectes quadrituberculatus, Limanda ferruginea og Lepidopsetta polyxystra, Eopsetta jordani), bestemt til forarbejdning",0.15
0303398590,Andre fladfisk,0.15
0303419000,I andre tilfælde,0.22
0303429000,I andre tilfælde,0.22
0303439000,I andre tilfælde,0.22
0303449000,I andre tilfælde,0.22
0303451800,I andre tilfælde,0.22
0303459900,I andre tilfælde,0.22
0303469000,I andre tilfælde,0.22
0303498500,I andre tilfælde,0.22
0303510020,Bestemt til forarbejdning,0.15
0303510090,I andre tilfælde,0.15
0303531000,Sardin af arten Sardina pilchardus,0.23
0303533000,Sardin af slægten Sardinops; sardinel (Sardinella spp.),0.15
0303539000,Brisling (Sprattus sprattus),0.13
0303541020,Af arten Scomber scombrus,0.2
0303541095,"Hele, bestemt til forarbejdning",0.2
0303541096,I andre tilfælde,0.2
0303549000,Af arten Scomber australasicus,0.15
0303551000,Almindelig hestemakrel (Trachurus trachurus),0.15
0303553000,Chilensk hestemakrel (Trachurus murphyi),0.15
0303559010,Hestemakrel (Caranx trachurus),0.15
0303559080,Andre fisk,0.15
0303560000,Sergentfisk (Rachycentron canadum),0.15
0303570000,Sværdfisk (Xiphias gladius),0.075
0303591000,Ansjos (Engraulis spp.),0.15
0303592900,I andre tilfælde,0.22
0303599010,Indisk dværgmakrel (Rastrelliger spp.),0.15
0303599090,Andre fisk,0.15
0303631010,Bestemt til forarbejdning,0.12
0303631090,I andre tilfælde,0.12
0303633010,Bestemt til forarbejdning,0.12
0303633090,I andre tilfælde,0.12
0303639010,Bestemt til forarbejdning,0.12
0303639090,I andre tilfælde,0.12
0303640010,"Uden hoved og gæller, renset, bestemt til forarbejdning",0.075
0303640090,Andre fisk,0.075
0303650000,Sej (Pollachius virens),0.075
0303661110,Bestemt til forarbejdning,0.15
0303661190,I andre tilfælde,0.15
0303661210,Bestemt til forarbejdning,0.15
0303661290,I andre tilfælde,0.15
0303661310,Bestemt til forarbejdning,0.15
0303661390,I andre tilfælde,0.15
0303661911,Bestemt til forarbejdning,0.15
0303661919,I andre tilfælde,0.15
0303661980,Kulmule af arten Merluccius merluccius,0.15
0303661991,Bestemt til forarbejdning,0.15
0303661999,I andre tilfælde,0.15
0303669000,Skægbrosme (af slægten Urophycis),0.15
0303670010,Bestemt til forarbejdning,0.15
0303670090,I andre tilfælde,0.15
0303681000,Blåhvilling (Micromesistius poutassou),0.075
0303689000,Sydlig sortmund (Micromesistius australis),0.075
0303691010,Bestemt til forarbejdning,0.12
0303691090,I andre tilfælde,0.12
0303693000,Hvilling (Merlangius merlangus),0.075
0303695000,Lubbe (Pollachius pollachius),0.15
0303697000,Newzealandsk langhale (Macruronus novaezelandiae),0.075
0303698000,Lange (Molva spp.),0.075
0303699000,Andre fisk,0.15
0303811500,Pighaj (Squalus acanthias) og rødhaj (Scyliorhinus spp.),0.06
0303813000,Sildehaj (Lamna nasus),0.08
0303814000,Blåhaj (Prionace glauca),0.08
0303815000,Kortfinnet makohaj (Isurus Oxyrinchus),0.08
0303818000,Andre hajer,0.08
0303820000,Rokker (Rajidae),0.15
0303830000,Isfisk (Dissostichus spp.),0.15
0303841000,Havbars (Dicentrarchus labrax),0.15
0303849000,Andre havbars,0.15
0303891000,Ferskvandsfisk,0.08
0303892900,I andre tilfælde,0.22
0303893100,Af arten Sebastes marinus,0.075
0303893910,Af arten Sebastes mentella,0.075
0303893990,Andre rødfisk,0.075
0303894000,Fisk af arten Orcynopsis unicolor (ustribet pelamide),0.1
0303895000,Blankesten (Dentex dentex og Pagellus spp.),0.15
0303895500,Guldbrasen (Sparus aurata),0.15
0303896000,Havbrasen (Brama spp.),0.15
0303896500,Havtaske (Lophius spp.),0.15
0303897010,Bestemt til forarbejdning,0.075
0303897090,I andre tilfælde,0.075
0303899012,Fisk af arten Kathetostoma giganteum,0.15
0303899022,Okseøjefisk (Boops boops),0.15
0303899030,Rosa kingklip (Genypterus capensis) bestemt til forarbejdning,0.15
0303899092,Andre fisk,0.15
0303919010,Af storøjet tun fra Atlanterhavet (Thunnus obesus),0.1
0303919020,"Af sild (Clupea harengus, Clupea pallasii)",0.1
0303919096,"Rogn, bestemt til forarbejdning",0.1
0303919099,Andre varer,0.1
0303921500,Pighaj (Squalus acanthias) og rødhaj (Scyliorhinus spp.),0.08
0303923000,Sildehaj (Lamna nasus),0.08
0303924000,Blåhaj (Prionace glauca),0.08
0303925000,Kortfinnet makohaj (Isurus Oxyrinchus),0.08
0303929000,Andre hajer,0.08
0303990010,Sockeyelaks (rødlaks) (Oncorhynchus nerka),0.1
0303990015,"Andre stillehavslaks (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou og Oncorhynchus rhodurus)",0.1
0303990020,Atlanterhavslaks (Salmo salar),0.1
0303990025,Donaulaks (Hucho hucho),0.1
0303990030,"Ørred (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache og Oncorhynchus chrysogaster)",0.1
0303990035,Andre laksefisk (Salmonidae),0.1
0303990040,Af arterne Scomber scombrus og Scomber japonicus,0.1
0303990045,Af arten Scomber australasicus,0.1
0303990050,Hellefisk (Reinhardtius hippoglossoides),0.1
0303990055,Stillehavshelleflynder (Hippoglossus stenolepis),0.1
0303990060,Atlanterhavshelleflynder (Hippoglossus hippoglossus),0.1
0303990065,"Torsk (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.1
0303990070,Polartorsk (Boreogadus saida),0.1
0303990075,"Sild (Clupea harengus, Clupea pallasii)",0.1
0303990080,Rødfisk (Sebastes spp.),0.1
0303990085,Guldbrasen (Sparus aurata),0.1
0303990087,Kuller (Melanogrammus aeglefinus),0.1
0303990089,Sej (Pollachius virens),0.1
0303990095,Rokker (Rajidae),0.1
0303990099,Andre fisk,0.1
0304310000,Tilapia (Oreochromis spp.),0.09
0304320010,Pangasius (Pangasius-arter),0.09
0304320090,Andre fisk,0.09
0304330000,Nilaborre (Lates niloticus),0.09
0304390010,Ål (Anguilla-arter),0.09
0304390020,"Karpe (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)",0.09
0304390090,Andre fisk,0.09
0304410010,Atlanterhavslaks (Salmo salar),0.02
0304410090,Andre laksefisk,0.02
0304421000,Af arten Oncorhynchus mykiss af vægt pr.|stk. over 400|g,0.12
0304425000,Af arterne Oncorhynchus apache og Oncorhynchus chrysogaster,0.09
0304429010,Af arten Oncorhynchus mykiss,0.12
0304429090,Andre ørreder,0.12
0304430010,Af hellefisk (Reinhardtius hippoglossoides) og af atlanterhavshelleflynder (Hippoglossus hippoglossus),0.18
0304430090,Andre fladfisk,0.18
0304441010,Af arten Gadus morhua,0.18
0304441090,Andre fisk,0.18
0304443000,Sej (Pollachius virens),0.18
0304449010,Af kuller (Melanogrammus aeglefinus),0.18
0304449090,Andre fisk,0.18
0304450000,Sværdfisk (Xiphias gladius),0.18
0304460000,Isfisk (Dissostichus spp.),0.18
0304471000,Pighaj (Squalus acanthias) og rødhaj (Scyliorhinus spp.),0.18
0304472000,Sildehaj (Lamna nasus),0.18
0304473000,Blåhaj (Prionace glauca),0.18
0304479000,Andre hajer,0.18
0304480000,Rokker (Rajidae),0.18
0304491000,Ferskvandsfisk,0.09
0304495000,Rødfisk (Sebastes spp.),0.18
0304499010,Sild,0.18
0304499020,Makrel,0.18
0304499030,Af blåfinnet tun (Thunnus thynnus),0.18
0304499040,Af storøjet tun fra Atlanterhavet (Thunnus obesus),0.18
0304499050,Guldbrasen (Sparus aurata),0.18
0304499060,Af blankesteen (Dentex dentex og Pagellus-arter),0.18
0304499070,Havbars (Dicentrarchus labrax),0.18
0304499090,Andre fisk,0.18
0304510010,"Karpe (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)",0.08
0304510090,Andre fisk,0.08
0304520010,"Af ørred af arterne Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache og Oncorhynchus chrysogastera",0.08
0304520090,Andre laksefisk,0.08
0304530011,Af arten Gadus morhua,0.15
0304530019,Af andre fisk,0.15
0304530020,Sej (Pollachius virens),0.15
0304530031,Bestemt til forarbejdning,0.15
0304530039,I andre tilfælde,0.15
0304530090,Andre fisk,0.15
0304540000,Sværdfisk (Xiphias gladius),0.15
0304550000,Isfisk (Dissostichus spp.),0.15
0304561000,Pighaj (Squalus acanthias) og rødhaj (Scyliorhinus spp.),0.15
0304562000,Sildehaj (Lamna nasus),0.15
0304563000,Blåhaj (Prionace glauca),0.15
0304569000,Andre hajer,0.15
0304570000,Rokker (Rajidae),0.15
0304591000,Ferskvandsfisk,0.08
0304595000,Sildelapper,0.15
0304599010,Sild,0.15
0304599015,Atlantisk tun (Thunnus thynnus),0.15
0304599020,Storøjet tun (Thunnus obesus),0.15
0304599030,Hellefisk (Reinhardtius hippoglossoides),0.15
0304599035,Atlanterhavshelleflynder (Hippoglossus hippoglossus),0.15
0304599040,Blankesteen (Dentex dentex og Pagellus-arter),0.15
0304599045,Havbars (Dicentrarchus labrax),0.15
0304599050,Rødfisk (Sebastes-arter),0.15
0304599055,Okseøjefisk (Boops boops),0.15
0304599065,Guldbrasen (Sparus aurata),0.15
0304599090,Af andre fisk,0.15
0304610010,Bestemt til forarbejdning,0.09
0304610090,I andre tilfælde,0.09
0304620000,"Hajmalle (Pangasius spp.), malle (Silurus spp., Clarias spp., Ictalurus spp.)",0.09
0304630000,Nilaborre (Lates niloticus),0.09
0304690010,Ål (Anguilla-arter),0.09
0304690020,"Karpe (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys-arter, Cirrhinus-arter, Mylopharyngodon piceus)",0.09
0304690090,Andre fisk,0.09
0304711010,Bestemt til forarbejdning,0.075
0304711090,Andre tilfælde,0.075
0304719010,Bestemt til forarbejdning,0.075
0304719030,I andre tilfælde,0.075
0304719090,Torsk af arten Gadus ogac,0.075
0304720000,Kuller (Melanogrammus aeglefinus),0.075
0304730000,Sej (Pollachius virens),0.075
0304741100,Sydafrikansk kulmule (Merluccius capensis) og dybvandskulmule (Merluccius paradoxus),0.075
0304741510,bestemt til forarbejdning,0.075
0304741590,I andre tilfælde,0.075
0304741910,"Stillehavs kulmule (Merluccius productus), bestemt til forarbejdning",0.061
0304741990,I andre tilfælde,0.061
0304749000,Skægbrosme (af slægten Urophycis),0.075
0304750010,bestemt til forarbejdning,0.137
0304750090,I andre tilfælde,0.137
0304791000,Polartorsk (Boreogadus saida),0.075
0304793000,Hvilling (Merlangius merlangus),0.075
0304795010,bestemt til forarbejdning,0.075
0304795090,I andre tilfælde,0.075
0304798000,Lange (Molva spp.),0.075
0304799011,bestemt til forarbejdning,0.15
0304799013,I andre tilfælde,0.15
0304799021,Andre langhale,0.15
0304799090,Andre fisk,0.15
0304810010,Atlanterhavslaks (Salmo salar),0.02
0304810020,"Af arterne Oncorhynchus nerka (sockeyelaks (rødlaks)), Oncorhynchus kisutch, Oncorhynchus keta og Oncorhynchus tschawytscha, bestemt til forarbejdning",0.02
0304810090,Andre laksefisk,0.02
0304821000,Af arten Oncorhynchus mykiss af vægt pr. stk. over 400|g,0.12
0304825000,Af arterne Oncorhynchus apache og Oncorhynchus chrysogaster,0.09
0304829010,Af arten Oncorhynchus mykiss,0.12
0304829090,Andre ørreder,0.12
0304831000,Rødspætte (Pleuronectes platessa),0.075
0304833000,Skrubbe (Platichthys flesus),0.075
0304835000,Glashvarre (Lepidorhombus spp.),0.15
0304839011,Reinhardtius hippoglossoides,0.15
0304839019,I andre tilfælde,0.15
0304839021,Bestemt til forarbejdning,0.15
0304839029,I andre tilfælde,0.15
0304839090,Andre fladfisk,0.15
0304840000,Sværdfisk (Xiphias gladius),0.075
